4.90215, 0.675147, 0, -2.93542, -0.0587084, -3.02348, 0.0293542, 
5.07828, 0.733855, -0.0293542, -2.93542, -0.0880626, -3.05284, 0.0587084, 
5.07828, 0.733855, -0.0293542, -2.93542, -0.0880626, -3.05284, 0.0587084, 
4.93151, 0.851272, -0.0293542, -2.99413, -0.0880626, -3.08219, 0.0587084, 
5.54794, 0.968689, -0.0293542, -3.02348, -0.117417, -3.11155, 0.0880626, 
6.10567, 0.998043, 0, -3.02348, -0.117417, -3.1409, 0.117417, 
6.54599, 1.23288, 0, -3.08219, -0.146771, -3.19961, 0.117417, 
6.54599, 1.29158, 0, -3.05284, -0.176125, -3.19961, 0.146771, 
6.39922, 1.409, -0.0293542, -3.11155, -0.176125, -3.22896, 0.146771, 
6.39922, 1.409, -0.0293542, -3.11155, -0.176125, -3.22896, 0.146771, 
7.42661, 1.70254, 0, -3.17025, -0.264188, -3.34638, 0.205479, 
7.25049, 1.7319, -0.0293542, -3.19961, -0.234834, -3.37573, 0.234834, 
7.57338, 1.90802, 0, -3.19961, -0.293542, -3.40509, 0.234834, 
7.6908, 1.96673, 0, -3.22896, -0.293542, -3.43444, 0.234834, 
7.83757, 1.99609, 0, -3.22896, -0.293542, -3.43444, 0.264188, 
7.83757, 2.08415, 0, -3.25832, -0.322896, -3.4638, 0.264188, 
7.6908, 2.14286, 0, -3.25832, -0.322896, -3.49315, 0.264188, 
7.51468, 2.20157, 0, -3.28767, -0.35225, -3.5225, 0.293542, 
7.60274, 2.28963, 0, -3.31702, -0.35225, -3.5225, 0.293542, 
8.13111, 2.34834, -0.0293542, -3.31702, -0.381605, -3.55186, 0.293542, 
8.98238, 2.64188, -0.0293542, -3.37573, -0.410959, -3.63992, 0.35225, 
8.83561, 2.67123, 0, -3.40509, -0.440313, -3.66928, 0.35225, 
8.7182, 2.818, 0, -3.40509, -0.440313, -3.69863, 0.381605, 
8.45401, 2.87671, 0, -3.43444, -0.469667, -3.72798, 0.410959, 
9.18786, 3.11155, 0, -3.49315, -0.499021, -3.78669, 0.440313, 
8.80626, 3.17025, 0, -3.49315, -0.528376, -3.81605, 0.440313, 
7.80822, 3.31702, -0.0293542, -3.5225, -0.55773, -3.87475, 0.469667, 
7.27984, 3.40509, 0, -3.55186, -0.55773, -3.90411, 0.469667, 
7.16242, 3.43444, 0, -3.55186, -0.587084, -3.90411, 0.499021, 
7.51468, 3.61057, 0, -3.61057, -0.616438, -3.99217, 0.499021, 
7.57338, 3.63992, -0.0293542, -3.61057, -0.645792, -3.99217, 0.528376, 
7.45597, 3.72798, -0.0293542, -3.63992, -0.645792, -4.02153, 0.528376, 
7.72015, 3.96282, 0, -3.69863, -0.704501, -4.08023, 0.587084, 
7.13307, 3.99217, 0, -3.72798, -0.704501, -4.10959, 0.587084, 
8.0137, 3.99217, 0, -3.72798, -0.704501, -4.13894, 0.587084, 
8.54207, 4.19765, 0, -3.78669, -0.763209, -4.22701, 0.645792, 
8.0724, 4.22701, 0, -3.81605, -0.763209, -4.22701, 0.645792, 
8.30724, 4.28571, 0, -3.8454, -0.792563, -4.28571, 0.675147, 
7.33855, 4.37378, 0, -3.90411, -0.851272, -4.37378, 0.704501, 
7.33855, 4.37378, 0, -3.90411, -0.851272, -4.37378, 0.704501, 
7.77886, 4.37378, 0, -3.93346, -0.880626, -4.37378, 0.733855, 
8.30724, 4.40313, 0, -3.93346, -0.851272, -4.37378, 0.733855, 
7.3092, 4.40313, -0.0293542, -3.93346, -0.880626, -4.40313, 0.733855, 
8.18982, 4.40313, -0.0293542, -3.99217, -0.880626, -4.43248, 0.733855, 
7.45597, 4.43248, 0, -4.02153, -0.90998, -4.49119, 0.763209, 
8.13111, 4.46184, 0, -4.05088, -0.939334, -4.5499, 0.821918, 
7.10372, 4.52055, 0, -4.10959, -0.968689, -4.57926, 0.821918, 
7.10372, 4.52055, 0, -4.10959, -0.968689, -4.57926, 0.821918, 
7.01565, 4.49119, -0.0293542, -4.08023, -0.968689, -4.57926, 0.821918, 
7.77886, 4.52055, -0.0293542, -4.10959, -0.968689, -4.60861, 0.851272, 
6.9863, 4.49119, 0, -4.13894, -0.998043, -4.60861, 0.821918, 
7.13307, 4.46184, 0, -4.13894, -1.0274, -4.63796, 0.851272, 
6.2818, 4.31507, 0, -4.1683, -1.05675, -4.66732, 0.880626, 
